"sede","fecha","cantidad_visitantes","cantidad_combos","gasto_total","propina","tiempo_espera","satisfaccion_cliente","numero_de_mesas_disponibles"
"Trabajo_Argentino",2022-08-05,38,3,6000,534,5.3,93.8,28
"Malvinas_Argentinas",2022-08-05,1,2,4000,244,4.1,92.2,12
"Marcos_Paz",2022-08-05,26,2,4000,156,4.6,86,10
"Rectorado",2022-08-05,7,3,6000,145,4.7,100.6,17
"Gestion_estudiantil",2022-08-05,36,4,8000,154,8.9,91.5,28
"Biblioteca",2022-08-05,34,3,6000,237,6.7,91.3,17
"Laboratorios",2022-08-05,12,4,8000,146,8.2,88.2,18
"Invernaula",2022-08-05,30,3,6000,181,6.9,98.8,30
"Auditorio",2022-08-05,7,3,6000,215,6.4,90.2,12
"PIA",2022-08-05,21,3,6000,189,7,88.8,20
"Playon",2022-08-05,40,3,6000,225,5.2,91.4,15
"Gratuidad_Universitaria",2022-08-05,5,5,10000,245,9.3,89,28
"Justicia_Social",2022-08-05,18,4,8000,237,9.1,101.5,27
"Sede_Vergara",2022-08-05,24,5,10000,145,9,84.3,27
"Polideportivo",2022-08-05,29,3,6000,270,6.9,96.1,17
"Escuela_Universitaria_de_Ingles",2022-08-05,37,3,6000,103,6.9,82.8,26
"Trabajo_Argentino",2022-08-06,27,4,8000,344,8.5,97.6,19
"Malvinas_Argentinas",2022-08-06,5,5,10000,100,10.4,91.7,10
"Marcos_Paz",2022-08-06,33,4,8000,178,6.3,104.5,14
"Rectorado",2022-08-06,11,3,6000,111,6.6,86.9,14
"Gestion_estudiantil",2022-08-06,24,3,6000,147,7,82,26
"Biblioteca",2022-08-06,13,4,8000,271,9.9,92.6,24
"Laboratorios",2022-08-06,6,3,6000,256,4.8,88.9,12
"Invernaula",2022-08-06,40,4,8000,246,6.6,96.7,27
"Auditorio",2022-08-06,27,5,10000,218,8.6,91,13
"PIA",2022-08-06,38,4,8000,290,6.5,93.2,10
"Playon",2022-08-06,28,2,4000,115,4.3,96.5,23
"Justicia_Social",2022-08-06,32,4,8000,107,8.4,95,25
"Sede_Vergara",2022-08-06,29,3,6000,234,6.6,86.5,27
"Polideportivo",2022-08-06,21,2,4000,254,4.3,87.4,16
"Escuela_Universitaria_de_Ingles",2022-08-06,48,3,6000,246,6.2,89.7,30
"Malvinas_Argentinas",2022-08-07,1,5,10000,280,10.8,94,16
"Marcos_Paz",2022-08-07,45,4,8000,120,8.8,88.2,26
"Rectorado",2022-08-07,13,3,6000,172,5.4,104.5,14
"Gestion_estudiantil",2022-08-07,38,5,10000,181,8.1,95,30
"Auditorio",2022-08-07,21,4,8000,300,9.7,95.7,10
"PIA",2022-08-07,34,4,8000,145,9.4,90.8,29
"Playon",2022-08-07,17,5,10000,209,9.8,88.9,19
"Justicia_Social",2022-08-07,23,3,6000,152,6.4,79,24
"Sede_Vergara",2022-08-07,16,3,6000,116,6.9,88.9,15
"Polideportivo",2022-08-07,4,2,4000,115,3.4,105.9,25
"Escuela_Universitaria_de_Ingles",2022-08-07,49,5,10000,135,8.7,89.6,25
"Trabajo_Argentino",2022-08-08,23,6,12000,459,10.1,99.8,30
"Marcos_Paz",2022-08-08,40,3,6000,198,7.3,92.8,15
"Rectorado",2022-08-08,5,3,6000,127,4.9,99.8,28
"Gestion_estudiantil",2022-08-08,21,3,6000,258,7.4,92.7,11
"Biblioteca",2022-08-08,14,2,4000,171,4.1,96.1,17
"Laboratorios",2022-08-08,6,3,6000,153,6.3,100.8,13
"Auditorio",2022-08-08,13,2,4000,269,4.6,89.2,26
"PIA",2022-08-08,26,2,4000,283,3.1,96.9,14
"Playon",2022-08-08,2,3,6000,254,4.8,98.6,30
"Justicia_Social",2022-08-08,2,4,8000,266,7.5,92.8,15
"Sede_Vergara",2022-08-08,35,5,10000,210,10.2,86.7,28
"Polideportivo",2022-08-08,24,2,4000,167,3.1,97.6,14
"Escuela_Universitaria_de_Ingles",2022-08-08,24,4,8000,199,9.6,90.3,13
"Trabajo_Argentino",2022-08-09,22,6,12000,333,14.2,89.1,22
"Marcos_Paz",2022-08-09,25,2,4000,183,3.6,94,19
"Rectorado",2022-08-09,5,5,10000,106,12.4,90.4,21
"Gestion_estudiantil",2022-08-09,21,3,6000,144,6.7,95.2,28
"Biblioteca",2022-08-09,41,3,6000,163,5.7,96.5,24
"Laboratorios",2022-08-09,14,2,4000,260,4.1,114.4,18
"Invernaula",2022-08-09,26,5,10000,216,11.1,92.2,11
"Auditorio",2022-08-09,26,4,8000,111,9.4,83,15
"PIA",2022-08-09,20,4,8000,257,7.7,94.2,25
"Playon",2022-08-09,27,4,8000,280,6.6,94.8,13
"Gratuidad_Universitaria",2022-08-09,2,4,8000,190,9.1,88.9,23
"Justicia_Social",2022-08-09,23,4,8000,160,9.8,88.6,26
"Sede_Vergara",2022-08-09,19,2,4000,211,3.6,96.8,25
"Polideportivo",2022-08-09,7,3,6000,206,6.9,101.5,13
"Escuela_Universitaria_de_Ingles",2022-08-09,30,4,8000,293,8,86.9,23
"Trabajo_Argentino",2022-08-10,57,6,12000,569,13.5,87.7,20
"Malvinas_Argentinas",2022-08-10,5,5,10000,131,10.1,83.9,14
"Marcos_Paz",2022-08-10,37,2,4000,188,3.5,100.6,21
"Rectorado",2022-08-10,10,5,10000,271,9.6,94.2,16
"Gestion_estudiantil",2022-08-10,26,4,8000,246,9.2,87.2,28
"Biblioteca",2022-08-10,45,2,4000,270,4.6,95.1,10
"Laboratorios",2022-08-10,23,5,10000,102,8.6,90.5,20
"Invernaula",2022-08-10,19,5,10000,176,11.3,88.6,27
"Auditorio",2022-08-10,30,2,4000,152,4.6,97.4,19
"PIA",2022-08-10,28,3,6000,147,6.5,92.7,12
"Playon",2022-08-10,14,4,8000,257,7.3,99.2,20
"Gratuidad_Universitaria",2022-08-10,17,5,10000,185,10.9,86.7,16
"Justicia_Social",2022-08-10,12,5,10000,221,8.5,100.3,29
"Sede_Vergara",2022-08-10,42,4,8000,139,8.1,103.4,10
"Polideportivo",2022-08-10,10,4,8000,146,7.8,92.1,19
"Escuela_Universitaria_de_Ingles",2022-08-10,11,4,8000,278,6.3,91.3,25
"Trabajo_Argentino",2022-08-11,2,3,6000,367,6.5,86.1,20
"Marcos_Paz",2022-08-11,45,3,6000,185,5,94.9,17
"Rectorado",2022-08-11,10,3,6000,292,5.7,100.1,23
"Gestion_estudiantil",2022-08-11,24,5,10000,206,8.4,81.8,29
"Laboratorios",2022-08-11,13,4,8000,172,9.6,90.5,28
"Invernaula",2022-08-11,36,3,6000,280,6.5,86.4,17
"Auditorio",2022-08-11,20,5,10000,158,9.6,86.4,16
"PIA",2022-08-11,30,2,4000,258,3.4,85.1,24
"Playon",2022-08-11,31,2,4000,148,4.2,91.4,21
"Justicia_Social",2022-08-11,44,5,10000,213,12.4,95.6,23
"Sede_Vergara",2022-08-11,21,3,6000,222,5.2,95.9,20
"Polideportivo",2022-08-11,22,4,8000,191,6.2,93.7,15
"Escuela_Universitaria_de_Ingles",2022-08-11,25,2,4000,262,4.1,99.5,27
"Trabajo_Argentino",2022-08-12,18,5,10000,319,10.6,94.5,29
"Malvinas_Argentinas",2022-08-12,7,4,8000,246,8,88,18
"Marcos_Paz",2022-08-12,37,3,6000,187,4.7,101.8,25
"Rectorado",2022-08-12,9,3,6000,114,6.4,90.9,26
"Gestion_estudiantil",2022-08-12,24,2,4000,109,3.1,100,22
"Laboratorios",2022-08-12,2,4,8000,126,6.8,94.2,18
"Auditorio",2022-08-12,12,2,4000,284,5,97.5,25
"PIA",2022-08-12,29,4,8000,157,9.8,89.5,17
"Playon",2022-08-12,22,4,8000,223,9.8,86.1,21
"Justicia_Social",2022-08-12,21,2,4000,271,4.2,99.6,16
"Sede_Vergara",2022-08-12,20,3,6000,228,5,90.7,22
"Polideportivo",2022-08-12,28,2,4000,203,3.1,90.2,16
"Escuela_Universitaria_de_Ingles",2022-08-12,36,2,4000,227,3,97.2,13
"Trabajo_Argentino",2022-08-13,21,5,10000,333,9.4,99.7,16
"Malvinas_Argentinas",2022-08-13,8,2,4000,195,3,87.4,26
"Marcos_Paz",2022-08-13,35,4,8000,206,8.2,106.4,16
"Rectorado",2022-08-13,11,4,8000,119,9.7,84.4,11
"Gestion_estudiantil",2022-08-13,18,4,8000,203,9.5,87.4,10
"Laboratorios",2022-08-13,6,5,10000,119,9.6,91.4,19
"Auditorio",2022-08-13,25,2,4000,234,4,108.4,27
"Playon",2022-08-13,26,5,10000,247,9.6,90,15
"Gratuidad_Universitaria",2022-08-13,4,3,6000,210,6.5,90.6,20
"Justicia_Social",2022-08-13,27,3,6000,219,4.9,99.4,21
"Sede_Vergara",2022-08-13,26,2,4000,167,3.6,106.5,22
"Polideportivo",2022-08-13,34,2,4000,294,3.5,96.5,27
"Escuela_Universitaria_de_Ingles",2022-08-13,41,4,8000,268,6.4,92.8,18
"Marcos_Paz",2022-08-14,33,2,4000,281,4,90.4,16
"Rectorado",2022-08-14,13,5,10000,197,8.6,87.3,26
"Gestion_estudiantil",2022-08-14,16,2,4000,198,4.8,86.8,15
"Auditorio",2022-08-14,15,4,8000,235,8,96.9,30
"PIA",2022-08-14,32,4,8000,132,7.5,98.2,26
"Playon",2022-08-14,18,2,4000,259,4.9,101.3,14
"Gratuidad_Universitaria",2022-08-14,2,2,4000,236,3.6,93.7,22
"Justicia_Social",2022-08-14,24,2,4000,267,3.2,92.8,23
"Sede_Vergara",2022-08-14,36,2,4000,208,4,101.4,10
"Escuela_Universitaria_de_Ingles",2022-08-14,51,2,4000,274,4.9,93.1,26
"Marcos_Paz",2022-08-15,38,2,4000,277,4,96.2,10
"Rectorado",2022-08-15,14,2,4000,267,4.1,78.8,20
"Gestion_estudiantil",2022-08-15,19,4,8000,105,6.6,102.9,14
"Biblioteca",2022-08-15,10,4,8000,202,6.4,99.6,30
"Laboratorios",2022-08-15,5,2,4000,234,4.8,98.3,25
"Auditorio",2022-08-15,34,5,10000,159,9.2,94.2,13
"PIA",2022-08-15,30,4,8000,202,8.5,86.2,14
"Playon",2022-08-15,3,2,4000,222,3.2,91.9,25
"Justicia_Social",2022-08-15,15,3,6000,158,5.7,88,27
"Sede_Vergara",2022-08-15,11,2,4000,273,3.6,95.4,15
"Polideportivo",2022-08-15,17,4,8000,106,9.9,89.8,16
"Escuela_Universitaria_de_Ingles",2022-08-15,29,3,6000,240,4.6,101.8,15
"Marcos_Paz",2022-08-16,28,4,8000,107,9.6,87.9,20
"Rectorado",2022-08-16,8,4,8000,174,8.9,86.6,23
"Gestion_estudiantil",2022-08-16,26,3,6000,292,5.9,97.5,27
"Biblioteca",2022-08-16,7,2,4000,280,4.1,103.3,27
"Laboratorios",2022-08-16,7,2,4000,295,3.5,94.5,21
"Invernaula",2022-08-16,22,3,6000,126,7.2,95,14
"Auditorio",2022-08-16,22,4,8000,235,6.3,92.4,21
"PIA",2022-08-16,18,4,8000,258,6.7,90.7,18
"Playon",2022-08-16,18,3,6000,162,7.1,95.2,24
"Justicia_Social",2022-08-16,29,4,8000,166,8.6,88.3,10
"Polideportivo",2022-08-16,6,3,6000,132,6.6,90.2,30
"Escuela_Universitaria_de_Ingles",2022-08-16,23,2,4000,215,4.2,101.2,22
"Malvinas_Argentinas",2022-08-17,3,3,6000,178,4.6,94.7,30
"Marcos_Paz",2022-08-17,27,3,6000,152,4.6,94.9,12
"Rectorado",2022-08-17,5,2,4000,126,3.8,93.5,17
"Gestion_estudiantil",2022-08-17,38,5,10000,240,9.8,91.2,16
"Biblioteca",2022-08-17,26,3,6000,230,5.8,94.7,18
"Laboratorios",2022-08-17,16,3,6000,134,5.4,82.8,22
"Invernaula",2022-08-17,15,4,8000,222,7.6,88.7,18
"Auditorio",2022-08-17,2,3,6000,192,7.2,100.9,16
"PIA",2022-08-17,24,2,4000,119,4.3,93.5,19
"Playon",2022-08-17,35,3,6000,145,5.3,89.6,28
"Gratuidad_Universitaria",2022-08-17,5,5,10000,217,9.6,90.1,20
"Justicia_Social",2022-08-17,5,2,4000,224,4.3,89.8,14
"Sede_Vergara",2022-08-17,21,3,6000,231,6.4,91.9,30
"Polideportivo",2022-08-17,4,4,8000,287,9.9,79.7,20
"Escuela_Universitaria_de_Ingles",2022-08-17,6,2,4000,163,3.1,101.6,14
"Malvinas_Argentinas",2022-08-18,1,4,8000,160,9.7,96.2,14
"Marcos_Paz",2022-08-18,25,2,4000,106,3.4,95.6,26
"Rectorado",2022-08-18,8,5,10000,285,8,90.8,10
"Gestion_estudiantil",2022-08-18,23,2,4000,214,4.4,101.3,26
"Biblioteca",2022-08-18,24,5,10000,221,8.9,88.8,21
"Laboratorios",2022-08-18,15,4,8000,214,9.5,95.8,22
"Invernaula",2022-08-18,29,3,6000,119,7.4,91.5,12
"Auditorio",2022-08-18,27,3,6000,180,5.2,88.2,30
"PIA",2022-08-18,19,4,8000,193,8.9,88,22
"Playon",2022-08-18,33,3,6000,134,5.4,99.4,18
"Justicia_Social",2022-08-18,15,4,8000,203,9.3,88.5,20
"Sede_Vergara",2022-08-18,18,2,4000,231,3.7,100.2,15
"Polideportivo",2022-08-18,32,2,4000,273,5,93.9,24
"Escuela_Universitaria_de_Ingles",2022-08-18,17,4,8000,138,8.2,94.4,15
"Trabajo_Argentino",2022-08-19,35,6,12000,466,12.2,86.2,29
"Malvinas_Argentinas",2022-08-19,7,4,8000,125,9.1,90.9,21
"Marcos_Paz",2022-08-19,41,2,4000,213,4,104.5,29
"Rectorado",2022-08-19,5,5,10000,286,10.7,90.4,11
"Gestion_estudiantil",2022-08-19,31,4,8000,182,6.3,85.4,24
"Biblioteca",2022-08-19,47,5,10000,118,8.3,92.9,26
"Laboratorios",2022-08-19,13,2,4000,165,4.2,97,24
"Invernaula",2022-08-19,28,2,4000,191,3.9,105.7,15
"Auditorio",2022-08-19,20,2,4000,107,3.6,101.7,24
"PIA",2022-08-19,29,4,8000,202,8,85.7,14
"Playon",2022-08-19,18,2,4000,169,3.3,93.7,10
"Gratuidad_Universitaria",2022-08-19,13,5,10000,150,11.8,91.6,24
"Justicia_Social",2022-08-19,27,5,10000,199,12.4,91.2,22
"Sede_Vergara",2022-08-19,41,2,4000,158,3.5,98.4,16
"Polideportivo",2022-08-19,34,3,6000,118,6.8,92.9,26
"Escuela_Universitaria_de_Ingles",2022-08-19,39,2,4000,105,3.7,96.4,13
"Trabajo_Argentino",2022-08-20,18,6,12000,581,14.2,84.5,18
"Malvinas_Argentinas",2022-08-20,7,2,4000,146,3.4,98.1,11
"Marcos_Paz",2022-08-20,45,5,10000,294,8.7,100.7,12
"Rectorado",2022-08-20,11,3,6000,150,4.5,93.8,19
"Gestion_estudiantil",2022-08-20,17,3,6000,258,6.7,95.9,14
"Laboratorios",2022-08-20,17,4,8000,121,9.4,91.6,13
"Invernaula",2022-08-20,38,3,6000,107,5.1,86.1,23
"Auditorio",2022-08-20,33,3,6000,260,6.5,99.4,28
"PIA",2022-08-20,33,5,10000,160,11.8,87.2,10
"Playon",2022-08-20,44,2,4000,242,3.1,96.7,27
"Gratuidad_Universitaria",2022-08-20,29,4,8000,296,8.9,83.9,14
"Justicia_Social",2022-08-20,59,2,4000,254,3.5,92,10
"Sede_Vergara",2022-08-20,40,2,4000,252,4.4,92.7,12
"Polideportivo",2022-08-20,57,3,6000,240,7.4,103.8,30
"Escuela_Universitaria_de_Ingles",2022-08-20,37,3,6000,146,5.8,97.5,24
"Malvinas_Argentinas",2022-08-21,3,5,10000,274,10.8,85.5,27
"Marcos_Paz",2022-08-21,51,5,10000,178,10.4,93.2,23
"Rectorado",2022-08-21,10,2,4000,218,3.4,92.6,11
"Gestion_estudiantil",2022-08-21,32,4,8000,154,7.6,92.7,14
"Auditorio",2022-08-21,37,2,4000,279,4.1,88.7,15
"PIA",2022-08-21,29,3,6000,293,7,96.2,29
"Playon",2022-08-21,19,3,6000,252,4.8,105.3,19
"Gratuidad_Universitaria",2022-08-21,21,5,10000,211,9,93.4,28
"Justicia_Social",2022-08-21,6,2,4000,129,3.1,103.6,13
"Sede_Vergara",2022-08-21,11,4,8000,212,6.5,93.9,11
"Escuela_Universitaria_de_Ingles",2022-08-21,46,4,8000,282,7,92.6,28
"Trabajo_Argentino",2022-08-22,15,4,8000,553,8.3,96.3,18
"Marcos_Paz",2022-08-22,20,2,4000,158,4,97.8,14
"Rectorado",2022-08-22,8,3,6000,280,6.5,95.3,15
"Gestion_estudiantil",2022-08-22,20,5,10000,155,9.8,90,22
"Biblioteca",2022-08-22,15,5,10000,120,11.9,80.4,22
"Laboratorios",2022-08-22,5,4,8000,150,7.9,86.6,17
"Auditorio",2022-08-22,7,5,10000,114,12.4,82.8,28
"PIA",2022-08-22,16,4,8000,259,9.9,93.2,21
"Playon",2022-08-22,6,2,4000,176,3.2,98,26
"Justicia_Social",2022-08-22,14,4,8000,199,9.3,91,11
"Sede_Vergara",2022-08-22,11,4,8000,285,9.1,92.8,21
"Escuela_Universitaria_de_Ingles",2022-08-22,14,5,10000,188,11.5,83.5,28
"Trabajo_Argentino",2022-08-23,34,6,12000,446,14,85.4,14
"Malvinas_Argentinas",2022-08-23,1,4,8000,117,8.6,84.3,13
"Marcos_Paz",2022-08-23,28,3,6000,247,6.2,89.9,27
"Rectorado",2022-08-23,6,3,6000,185,7.1,98.4,22
"Gestion_estudiantil",2022-08-23,14,2,4000,125,4.5,98.1,17
"Biblioteca",2022-08-23,26,3,6000,186,6.2,96.7,25
"Laboratorios",2022-08-23,6,2,4000,292,4.8,95.2,19
"Invernaula",2022-08-23,23,2,4000,292,4.2,97.4,14
"Auditorio",2022-08-23,10,5,10000,130,8,85.9,27
"PIA",2022-08-23,25,2,4000,104,4.3,103.6,29
"Playon",2022-08-23,24,2,4000,143,3.4,90.5,29
"Gratuidad_Universitaria",2022-08-23,9,5,10000,172,10.5,94.3,21
"Justicia_Social",2022-08-23,9,3,6000,237,7.2,93.8,25
"Sede_Vergara",2022-08-23,36,5,10000,234,9.3,97.5,18
"Polideportivo",2022-08-23,45,2,4000,171,3.4,89.5,13
"Escuela_Universitaria_de_Ingles",2022-08-23,18,5,10000,206,9.4,88.1,13
"Trabajo_Argentino",2022-08-24,27,3,6000,436,5.4,86.6,23
"Malvinas_Argentinas",2022-08-24,4,5,10000,243,9.5,91.2,19
"Marcos_Paz",2022-08-24,34,5,10000,124,8.2,94.6,17
"Rectorado",2022-08-24,5,2,4000,297,4.6,101.3,21
"Gestion_estudiantil",2022-08-24,32,5,10000,112,9.9,91.7,28
"Biblioteca",2022-08-24,9,4,8000,215,8.2,89.9,10
"Laboratorios",2022-08-24,10,3,6000,273,5,94.8,14
"Invernaula",2022-08-24,27,5,10000,103,8.3,106.7,11
"Auditorio",2022-08-24,13,2,4000,270,4.1,98.3,27
"PIA",2022-08-24,28,2,4000,101,4.3,93.9,22
"Playon",2022-08-24,31,2,4000,111,4.7,98.6,27
"Gratuidad_Universitaria",2022-08-24,19,5,10000,263,9.4,87,25
"Justicia_Social",2022-08-24,11,4,8000,195,8.2,94.4,16
"Sede_Vergara",2022-08-24,25,4,8000,235,6.8,94.7,20
"Polideportivo",2022-08-24,26,3,6000,246,4.6,94.2,28
"Escuela_Universitaria_de_Ingles",2022-08-24,1,5,10000,214,11.8,90.6,13
"Trabajo_Argentino",2022-08-25,31,5,10000,516,11,83.4,23
"Malvinas_Argentinas",2022-08-25,1,4,8000,128,9.2,83.8,24
"Marcos_Paz",2022-08-25,33,3,6000,170,4.9,93.9,29
"Gestion_estudiantil",2022-08-25,20,5,10000,270,12.5,89.4,10
"Biblioteca",2022-08-25,41,3,6000,300,6.3,93.2,30
"Laboratorios",2022-08-25,12,5,10000,153,10.6,90.3,27
"Invernaula",2022-08-25,35,5,10000,163,10.1,99.8,18
"Auditorio",2022-08-25,7,3,6000,115,7.2,97.3,23
"PIA",2022-08-25,22,4,8000,241,6.2,90.8,11
"Playon",2022-08-25,20,2,4000,213,3,96.3,15
"Sede_Vergara",2022-08-25,43,4,8000,244,7.7,95.5,15
"Polideportivo",2022-08-25,11,2,4000,122,3.5,92.7,10
"Escuela_Universitaria_de_Ingles",2022-08-25,21,3,6000,193,6.3,91.3,26
"Trabajo_Argentino",2022-08-26,31,3,6000,378,5.3,100.6,15
"Malvinas_Argentinas",2022-08-26,10,4,8000,253,8.2,86.4,17
"Marcos_Paz",2022-08-26,27,4,8000,244,7.6,88.2,19
"Rectorado",2022-08-26,11,4,8000,103,6.5,95.8,12
"Gestion_estudiantil",2022-08-26,42,5,10000,287,11.7,86,13
"Biblioteca",2022-08-26,52,4,8000,159,8.9,94.4,15
"Laboratorios",2022-08-26,20,4,8000,178,8.9,91.9,23
"Invernaula",2022-08-26,29,2,4000,108,3.8,84.6,13
"Auditorio",2022-08-26,31,2,4000,140,4.7,91.7,15
"PIA",2022-08-26,25,2,4000,270,3.4,96.5,19
"Playon",2022-08-26,25,3,6000,176,5.7,93.5,20
"Gratuidad_Universitaria",2022-08-26,8,4,8000,293,8.4,93.6,21
"Justicia_Social",2022-08-26,96,5,10000,241,9.9,94.7,20
"Sede_Vergara",2022-08-26,40,4,8000,173,6.9,91,29
"Polideportivo",2022-08-26,42,5,10000,213,12.2,95.7,14
"Escuela_Universitaria_de_Ingles",2022-08-26,48,4,8000,203,6.3,98.2,22
"Trabajo_Argentino",2022-08-27,28,5,10000,525,10.5,97.2,10
"Malvinas_Argentinas",2022-08-27,5,3,6000,239,7.2,94.4,10
"Marcos_Paz",2022-08-27,56,4,8000,300,8.7,86.1,27
"Rectorado",2022-08-27,17,2,4000,123,3.8,102.8,17
"Gestion_estudiantil",2022-08-27,25,2,4000,215,4.7,95.3,27
"Biblioteca",2022-08-27,13,3,6000,257,6.4,97.2,26
"Laboratorios",2022-08-27,14,4,8000,290,6.8,89,15
"Invernaula",2022-08-27,39,3,6000,190,7,88.4,30
"Auditorio",2022-08-27,36,5,10000,285,12,94.1,30
"PIA",2022-08-27,23,3,6000,290,4.6,93.1,14
"Playon",2022-08-27,40,2,4000,101,4.8,89.7,20
"Gratuidad_Universitaria",2022-08-27,23,3,6000,184,6.4,82.8,18
"Justicia_Social",2022-08-27,12,3,6000,282,6.9,99,27
"Sede_Vergara",2022-08-27,43,4,8000,152,9.7,90.2,12
"Polideportivo",2022-08-27,36,4,8000,147,9.5,87.6,12
"Escuela_Universitaria_de_Ingles",2022-08-27,37,3,6000,164,4.7,102.9,13
"Marcos_Paz",2022-08-28,47,2,4000,235,4.3,99.3,26
"Rectorado",2022-08-28,10,2,4000,238,4.6,92.8,10
"Gestion_estudiantil",2022-08-28,14,3,6000,123,6.8,87.1,13
"Laboratorios",2022-08-28,17,4,8000,121,8.3,94.3,28
"Auditorio",2022-08-28,20,4,8000,170,9.1,87.4,15
"PIA",2022-08-28,44,2,4000,245,4.7,94.8,12
"Playon",2022-08-28,38,2,4000,116,3,87,29
"Justicia_Social",2022-08-28,57,4,8000,154,7.6,86.7,20
"Sede_Vergara",2022-08-28,26,3,6000,177,5.9,89.6,23
"Polideportivo",2022-08-28,3,5,10000,197,9.8,85.5,22
"Escuela_Universitaria_de_Ingles",2022-08-28,36,4,8000,152,6.7,92.7,24
"Trabajo_Argentino",2022-08-29,10,4,8000,507,7.9,90.6,19
"Marcos_Paz",2022-08-29,43,3,6000,171,7.2,91.4,18
"Rectorado",2022-08-29,8,4,8000,186,8.8,96.4,23
"Gestion_estudiantil",2022-08-29,15,5,10000,257,8.1,92.8,17
"Biblioteca",2022-08-29,14,3,6000,210,6.3,94.2,15
"Laboratorios",2022-08-29,9,4,8000,284,8.7,91.8,28
"Auditorio",2022-08-29,28,4,8000,252,6.7,85,25
"PIA",2022-08-29,28,4,8000,154,7.7,85.4,14
"Playon",2022-08-29,6,5,10000,269,9,83.5,16
"Gratuidad_Universitaria",2022-08-29,6,3,6000,111,6.8,98.6,23
"Justicia_Social",2022-08-29,16,2,4000,212,3.1,95.2,15
"Sede_Vergara",2022-08-29,26,5,10000,162,10.6,97.3,17
"Polideportivo",2022-08-29,28,4,8000,172,6.5,99.4,26
"Escuela_Universitaria_de_Ingles",2022-08-29,18,4,8000,165,8.1,92.9,28
"Trabajo_Argentino",2022-08-30,21,4,8000,518,7.1,96.8,26
"Malvinas_Argentinas",2022-08-30,1,5,10000,107,10.3,91.3,20
"Marcos_Paz",2022-08-30,21,4,8000,237,9.3,85,12
"Rectorado",2022-08-30,10,2,4000,157,4.2,94,20
"Gestion_estudiantil",2022-08-30,31,4,8000,256,9.4,90.4,30
"Biblioteca",2022-08-30,44,3,6000,177,4.7,94.9,13
"Laboratorios",2022-08-30,12,3,6000,252,7.3,91.6,27
"Invernaula",2022-08-30,19,4,8000,215,8.3,81.1,21
"Auditorio",2022-08-30,14,4,8000,187,6.5,89,20
"PIA",2022-08-30,27,3,6000,224,7,96,22
"Playon",2022-08-30,18,3,6000,147,5.8,97.8,23
"Gratuidad_Universitaria",2022-08-30,7,4,8000,271,6.8,90.9,28
"Justicia_Social",2022-08-30,15,2,4000,273,4.5,98.1,22
"Sede_Vergara",2022-08-30,3,4,8000,264,8.5,96.2,28
"Polideportivo",2022-08-30,16,2,4000,114,3.4,101.2,11
"Escuela_Universitaria_de_Ingles",2022-08-30,19,3,6000,175,7.4,99,18
"Trabajo_Argentino",2022-08-31,36,3,6000,452,6.2,86,26
"Marcos_Paz",2022-08-31,33,3,6000,222,6.5,90.3,14
"Rectorado",2022-08-31,8,3,6000,266,4.9,94.4,20
"Gestion_estudiantil",2022-08-31,14,2,4000,270,4.6,92,13
"Biblioteca",2022-08-31,35,5,10000,183,10.3,80.5,19
"Laboratorios",2022-08-31,14,2,4000,183,3.7,94.6,15
"Invernaula",2022-08-31,18,4,8000,284,7.8,93.4,10
"Auditorio",2022-08-31,19,3,6000,294,4.9,99.8,26
"PIA",2022-08-31,30,3,6000,271,5,96.6,22
"Playon",2022-08-31,14,4,8000,131,8.2,94.3,28
"Gratuidad_Universitaria",2022-08-31,38,5,10000,223,11.4,84.5,22
"Justicia_Social",2022-08-31,5,5,10000,257,7.7,88.1,28
"Sede_Vergara",2022-08-31,44,3,6000,253,6.6,92.3,21
"Polideportivo",2022-08-31,38,3,6000,102,6.4,93,24
"Escuela_Universitaria_de_Ingles",2022-08-31,7,2,4000,215,4.8,89.8,22
"Trabajo_Argentino",2022-09-01,20,5,10000,365,12.1,86.4,30
"Malvinas_Argentinas",2022-09-01,10,5,10000,273,12,88.3,14
"Marcos_Paz",2022-09-01,19,2,4000,170,4.6,102.2,30
"Rectorado",2022-09-01,9,2,4000,159,4.1,93.4,17
"Gestion_estudiantil",2022-09-01,28,3,6000,263,7.5,89.8,27
"Biblioteca",2022-09-01,11,4,8000,169,8.3,98.5,24
"Laboratorios",2022-09-01,18,2,4000,179,4.1,102.5,17
"Auditorio",2022-09-01,13,2,4000,219,3.9,96.7,17
"PIA",2022-09-01,27,4,8000,287,7.6,88.2,24
"Playon",2022-09-01,29,5,10000,115,12.1,85.6,15
"Gratuidad_Universitaria",2022-09-01,26,5,10000,258,8.6,98.2,23
"Justicia_Social",2022-09-01,16,3,6000,113,7.4,88.9,22
"Sede_Vergara",2022-09-01,40,2,4000,289,4.1,94.1,21
"Polideportivo",2022-09-01,2,4,8000,181,7.2,99.1,29
"Escuela_Universitaria_de_Ingles",2022-09-01,13,4,8000,139,6.5,91.7,20
"Trabajo_Argentino",2022-09-02,30,4,8000,348,9.6,88.5,16
"Malvinas_Argentinas",2022-09-02,14,2,4000,269,4.2,100,20
"Marcos_Paz",2022-09-02,34,2,4000,192,3.3,86.9,25
"Rectorado",2022-09-02,15,3,6000,276,5.8,88.8,26
"Gestion_estudiantil",2022-09-02,19,4,8000,161,6.2,94.7,23
"Biblioteca",2022-09-02,44,5,10000,230,10.6,92.3,11
